"TERM","colors","cup","bold","setaf"
"iTerm.app","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"iTerm2.app","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"ibcs2","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ibm+16color","16","''","''","$'\E[%?%p1%{8}%<%t%p1%{30}%+%e%p1%\'R\'%+%;%dm'"
"ibm+color","8","''","''","''"
"ibm-apl","-1","$'\036%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"ibm-pc","-1","''","''","''"
"ibm-system1","-1","$'\005%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ibm3101","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ibm3151","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\E4(a'","''"
"ibm3161","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\E4H'","''"
"ibm3161-C","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\E4H'","''"
"ibm3162","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\E4(a'","''"
"ibm3164","8","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\E4H'","$'\E4%?%p1%t %p1%\' \'%+%c%e!\'%;@'"
"ibm5081","8","$'\E[%i%p1%d;%p2%dH'","''","$'\E[3%p1%dm'"
"ibm5081-c","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"ibm5151","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ibm5154","8","$'\E[%i%p1%d;%p2%dH'","''","$'\E[3%p1%dm'"
"ibm6153","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[12m'","''"
"ibm6153-40","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ibm6153-90","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ibm6154","8","$'\E[%i%p1%d;%p2%dH'","$'\E[12m'","$'\E[3%p1%dm'"
"ibm6155","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ibm8503","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ibm8512","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ibm8514","8","$'\E[%i%p1%d;%p2%dH'","''","$'\E[3%p1%dm'"
"ibm8514-c","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"ibmaed","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ibmapa8c","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"ibmapa8c-c","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"ibmega","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"ibmega-c","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"ibmmono","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"ibmpc","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ibmpc3","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ibmpcx","-1","$'\E[%p1%d;%p2%dH'","$'\E[1m'","''"
"ibmvga","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"ibmvga-c","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\EZ'","''"
"icl6404","-1","$'\E=%p1%\' \'%+%c%p2%\'P\'%m%\' \'%+%c%p2%\'P\'%>%\' \'%+%c'","''","''"
"icl6404-w","-1","$'\E=%p1%\' \'%+%c%p2%\'P\'%m%\' \'%+%c%p2%\'P\'%>%\' \'%+%c'","''","''"
"ifmr","-1","$'\EY%p2%\' \'%+%c%p1%\' \'%+%c'","''","''"
"ims-ansi","-1","$'\E[%i%p1%2d;%p2%2dH'","''","''"
"ims950","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ims950-b","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ims950-rv","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"infoton","-1","''","''","''"
"interix","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"interix-nti","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"intertube","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"intertube2","-1","$'\016%p1%c\020%p2%{10}%/%{16}%*%p2%{10}%m%+%c'","''","''"
"intext","-1","$'\017%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"intext2","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"iris-ansi","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"iris-ansi-ap","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"iris-color","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"iterm2-direct","16777216","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e38:2::%p1%{65536}%/%d:%p1%{256}%/%{255}%&%d:%p1%{255}%&%d%;m'"
"jaixterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"jaixterm-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"kaypro","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"kermit","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"kermit-am","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"klone+acs","-1","''","''","''"
"klone+color","8","''","''","$'\E[3%p1%dm'"
"klone+koi8acs","-1","''","''","''"
"klone+sgr","-1","''","$'\E[1m'","''"
"klone+sgr-dumb","-1","''","$'\E[1m'","''"
"klone+sgr8","-1","''","$'\E[1m'","''"
"kon","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"konsole","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"konsole+pcfkeys","-1","''","''","''"
"konsole-16color","16","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t%p1%{30}%+%e%p1%\'R\'%+%;%dm'"
"konsole-256color","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"konsole-base","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"konsole-direct","16777216","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e38;2;%p1%{65536}%/%d;%p1%{256}%/%{255}%&%d;%p1%{255}%&%d%;m'"
"konsole-linux","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"konsole-solaris","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"konsole-vt100","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"konsole-vt420pc","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"konsole-xf3x","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"konsole-xf4x","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"kt7","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"kt7ix","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"kterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"kterm-color","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"kvt","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"lft","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"linux-16color","16","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%{8}%m%d%?%p1%{7}%>%t;1%e;21%;m'"
"linux-basic","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux-c","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux-c-nc","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux-koi8","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux-koi8r","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux-lat","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"linux-m1","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux-m1b","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[33m'","$'\001'"
"linux-m2","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[33m'","$'\001'"
"linux-nic","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux-vt","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux2.2","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux2.6","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux2.6.26","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"linux3.0","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"lisa","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"lisaterm","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"lisaterm-w","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"liswb","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"ln03","-1","''","''","''"
"ln03-w","-1","''","''","''"
"lpr","-1","''","''","''"
"luna","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"m2-nam","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"mac","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"mac-w","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"mach","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"mach-bold","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"mach-color","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"mach-gnu","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"mach-gnu-color","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"mai","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"masscomp","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"masscomp1","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"masscomp2","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"megatek","-1","''","''","''"
"memhp","-1","$'\E&a%p1%dr%p2%dC'","$'\E&dF'","''"
"mgr","-1","$'\E%p2%d;%p1%dM'","$'\E2n'","''"
"mgr-linux","-1","$'\E%p2%d;%p1%dM'","$'\E2n'","''"
"mgr-sun","-1","$'\E%p2%d;%p1%dM'","$'\E2n'","''"
"mgt","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"mgterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"microb","-1","$'\EF%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"mime","-1","$'\024%p1%{24}%+%c%p2%p2%?%\' \'%>%t%\'0\'%+%;%\'P\'%+%c'","''","''"
"mime-fb","-1","$'\024%p1%{24}%+%c%p2%p2%?%\' \'%>%t%\'0\'%+%;%\'P\'%+%c'","''","''"
"mime-hb","-1","$'\024%p1%{24}%+%c%p2%p2%?%\' \'%>%t%\'0\'%+%;%\'P\'%+%c'","''","''"
"mime2a","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"mime2a-s","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"mime314","-1","$'\024%p1%c%p2%c'","''","''"
"mime3a","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"mime3ax","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"minitel1","8","$'\037%p1%\'A\'%+%c%p2%\'A\'%+%c'","''","$'\E%p1%\'@\'%+%c'"
"minitel1-nb","-1","$'\037%p1%\'A\'%+%c%p2%\'A\'%+%c\EB'","$'\EG'","''"
"minitel12-80","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"minitel1b","8","$'\037%p1%\'A\'%+%c%p2%\'A\'%+%c'","''","$'\E%p1%\'@\'%+%c'"
"minitel1b-80","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"minitel1b-nb","-1","$'\E[%i%p1%d;%p2%dH'","$'\EG'","''"
"minitel2-80","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"minix","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"minix-1.7","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"minix-3.0","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"minix-old","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"minix-old-am","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"mlterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"mlterm+pcfkeys","-1","''","''","''"
"mlterm-256color","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"mlterm-direct","16777216","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e38:2::%p1%{65536}%/%d:%p1%{256}%/%{255}%&%d:%p1%{255}%&%d%;m'"
"mlterm2","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"mlterm3","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"mm340","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"modgraph","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"modgraph2","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"modgraph48","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"mono-emx","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"morphos","-1","$'\233%i%p1%d;%p2%dH'","$'\2331m'","''"
"mrxvt","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"mrxvt-256color","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"ms-vt-utf8","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ms-vt100","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ms-vt100+","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ms-vt100-color","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"msk227","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"msk22714","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","$'\E[1m'","''"
"msk227am","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"mt4520-rv","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"mt70","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"mterm","-1","$'\006%p1%d.%p2%d.'","''","''"
"mterm-ansi","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"mvterm","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"nansi.sys","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"nansi.sysk","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ncr160vppp","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncr160vpwpp","-1","$'\Ea%i%p1%dR%p2%dC'","''","''"
"ncr160vt100an","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt100pp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt100wan","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt100wpp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt200an","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt200pp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt200wan","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt200wpp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt300an","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt300pp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt300wan","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160vt300wpp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr160wy50+pp","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncr160wy50+wpp","-1","$'\Ea%i%p1%dR%p2%dC'","''","''"
"ncr160wy60pp","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncr160wy60wpp","-1","$'\Ea%i%p1%dR%p2%dC'","''","''"
"ncr260intan","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ncr260intpp","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ncr260intwan","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ncr260intwpp","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ncr260vppp","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncr260vpwpp","-1","$'\Ea%i%p1%dR%p2%dC'","''","''"
"ncr260vt100an","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt100pp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt100wan","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt100wpp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt200an","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt200pp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt200wan","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt200wpp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt300an","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt300pp","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260vt300wan","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncr260wy325pp","16","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncr260wy325wpp","16","$'\Ea%i%p1%dR%p2%dC'","''","''"
"ncr260wy350pp","16","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncr260wy350wpp","16","$'\Ea%i%p1%dR%p2%dC'","''","''"
"ncr260wy50+pp","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncr260wy50+wpp","-1","$'\Ea%i%p1%dR%p2%dC'","''","''"
"ncr260wy60pp","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncr260wy60wpp","-1","$'\Ea%i%p1%dR%p2%dC'","''","''"
"ncr7900i","-1","$'\E1%p2%c%p1%c'","''","''"
"ncr7900iv","-1","$'\v%p1%\'@\'%+%c\E\005%p2%02d'","''","''"
"ncr7901","-1","$'\EY%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ncrvt100an","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncrvt100wan","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncsa","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ncsa-m","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncsa-m-ns","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"ncsa-ns","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ncsa-vt220","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"ndr9500","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ndr9500-25","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ndr9500-25-mc","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ndr9500-25-mc-nl","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ndr9500-25-nl","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ndr9500-mc","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ndr9500-mc-nl","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"ndr9500-nl","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"nec5520","-1","''","''","''"
"netbsd6","8","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[3%p1%dm'"
"newhp","-1","''","$'\E&dF'","''"
"newhpkeyboard","-1","''","''","''"
"news-29","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-29-euc","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-29-sjis","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-33","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-33-euc","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-33-sjis","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-42","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-42-euc","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-42-sjis","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-old-unk","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news-unk","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news28","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"news29","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"next","-1","$'\E[%i%p1%d;%p2%dH'","''","''"
"nextshell","-1","''","''","''"
"northstar","-1","$'\E=%p1%\' \'%+%c%p2%\' \'%+%c'","''","''"
"nsterm","256","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","$'\E[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m'"
"nsterm+7","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
"nsterm+acs","-1","$'\E[%i%p1%d;%p2%dH'","$'\E[1m'","''"
